2023-06-27 11:38:21 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:38:36 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:38:51 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:39:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:39:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:39:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:39:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:40:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:40:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:40:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:40:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:41:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:41:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:41:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:41:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:42:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:42:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:42:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:42:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:43:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:43:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:43:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:43:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:44:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:44:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:44:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:44:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:45:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:45:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:45:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:45:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:46:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:46:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:46:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:46:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:47:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:47:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:47:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:47:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:48:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:48:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:48:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:48:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:49:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:49:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:49:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:49:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:50:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:50:22 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:50:37 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:50:52 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:51:07 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:51:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:51:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:51:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:52:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:52:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:52:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:52:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:53:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:53:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:53:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:53:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:54:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:54:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:54:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:54:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:55:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:55:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:55:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:55:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:56:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:56:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:56:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:56:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:57:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:57:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:57:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:57:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:58:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:58:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:58:38 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:58:53 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:59:08 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
2023-06-27 11:59:23 | INFO | model_worker | Send heart beat. Models: ['llava_v1_p1f1']. Semaphore: Semaphore(value=5, locked=False). global_counter: 109
